"CAS","Compound","DTXSID","Clint_native","Clint_rf","Clint_used","Clint_source","AC50_5pct_uM","AC50_med_uM","AC50_source","n_tc_assays","AED_median","AED_5pct","AED_95pct","AED_mean","Exposure_median_mg_kg_day","Exposure_l95_mg_kg_day","Exposure_u95_mg_kg_day","Exposure_source","Exposure_pathway","BER","BER_low","BER_high","concern"
"50-22-6","Corticosterone","DTXSID6022474",12.1,8.90284302792312,12.1,"httk_measured",1,1,"default_1uM",0,2.034,0.355535,8.314,2.86547052,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1114-71-2","Pebulate","DTXSID8021199",159,119.517859656185,159,"httk_measured",1,1,"default_1uM",0,1.4955,0.12668,8.3218,2.442340197,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"112-49-2","Triethylene glycol dimethyl ether","DTXSID8026224",0,2.56336973471147,2.56336973471147,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.9305,0.470535,8.3337,2.94901198,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"68392-35-8","4-hydroxytamoxifen","DTXSID3037094",16,16.8191527605215,16,"httk_measured",1,1,"default_1uM",0,2.096,0.27379,8.569,2.927640157,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"77-06-5","Gibberellic_acid","DTXSID0020656",0,3.58639182045922,3.58639182045922,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.6845,0.33155,8.58504999999999,2.75135633,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"77756-20-8","Enterolactone","DTXSID0048183",139,29.7403319313458,139,"httk_measured",1,1,"default_1uM",0,1.6515,0.22506,8.5951,2.788091645,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"30516-87-1","Azidothymidine","DTXSID8020127",2.414,2.21536804539493,2.414,"httk_measured",1,1,"default_1uM",0,2.211,0.45828,8.70174999999999,3.14812329,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"52645-53-1","Permethrin","DTXSID8022292",68.4,19.3507487932065,68.4,"httk_measured",1,1,"default_1uM",0,0.6337,0.031179,8.76544999999997,2.34403460226,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"59-67-6","Nicotinic acid","DTXSID1020932",3.54,8.76577977129872,3.54,"httk_measured",1,1,"default_1uM",0,1.5785,0.25006,8.8666,2.78044866,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"17372-87-1","Eosin","DTXSID0025234",0,10.358396105562,10.358396105562,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.0715,0.32219,8.96625,3.07908952,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"17924-92-4","Zearalenone","DTXSID0021460",209,67.7210153156248,209,"httk_measured",1,1,"default_1uM",0,1.664,0.17273,8.97469999999999,2.746983531,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"108-95-2","Phenol","DTXSID5021124",5.496,3.76974871351571,5.496,"httk_measured",1,1,"default_1uM",0,1.4435,0.173195,8.99994999999999,2.74667643,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57754-85-5","Clopyralid-olamine","DTXSID6034265",0,3.04126885947496,3.04126885947496,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.209,0.484845,9.2603,3.3275096,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"137-26-8","Thiram","DTXSID5021332",816,195.720191916608,816,"httk_measured",1,1,"default_1uM",0,0.2217,0.027853,9.27905,1.8293593866,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"4376-18-5","Monomethyl phthalate","DTXSID9040001",0,3.52120880164354,3.52120880164354,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.945,0.401375,9.2992,3.26314332,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"125225-28-7","Ipconazole","DTXSID7034674",101,59.7743890388052,101,"httk_measured",1,1,"default_1uM",0,2.202,0.31524,9.3486,3.180760868,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98-95-3","Nitrobenzene","DTXSID3020964",8.168,10.3433559159873,8.168,"httk_measured",1,1,"default_1uM",0,1.8515,0.332415,9.47495,2.99305449,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57-85-2","Testosterone propionate","DTXSID9036515",427,139.238530145851,427,"httk_measured",1,1,"default_1uM",0,0.39595,0.0396525,9.48125,1.988794846,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"90-04-0","2-anisidine","DTXSID5023877",0,11.0870037009268,11.0870037009268,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.9135,0.30524,9.643,3.13580477,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1478-61-1","Bisphenol af","DTXSID7037717",125,100.626349126456,125,"httk_measured",1,1,"default_1uM",0,2.196,0.333675,9.6458,3.27681984,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5232-99-5","Ethyl 2-cyano-3,3-diphenylacrylate","DTXSID9044821",161.3,57.4714664090559,161.3,"httk_measured",1,1,"default_1uM",0,1.6975,0.198165,9.69954999999999,2.90400652,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"4344-55-2","4-butyloxyaniline","DTXSID4048199",28.4,20.5591989488317,28.4,"httk_measured",1,1,"default_1uM",0,2.3705,0.40374,9.7147,3.39083157,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81335-77-5","Imazethapyr","DTXSID3024287",2.351,2.81633281200341,2.351,"httk_measured",1,1,"default_1uM",0,1.7595,0.322695,9.8064,3.69974718,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"121-14-2","""2,4-dinitrotoluene""","DTXSID0020529",0,23.867225405152,23.867225405152,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.5935,0.22314,9.8069,2.89620634,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"4291-63-8","2-chloro-2'-deoxyadenosine","DTXSID8022828",0,2.37129833266063,2.37129833266063,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.258,0.517725,9.86295,3.293061,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50-24-8","Prednisolone","DTXSID9021184",5.841,4.88282283792132,5.841,"httk_measured",1,1,"default_1uM",0,2.126,0.33223,9.9735,3.25741239,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"126833-17-8","Fenhexamid","DTXSID3032549",35.27,24.9119950843099,35.27,"httk_measured",1,1,"default_1uM",0,1.8485,0.273995,9.991,3.019192113,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"39905-57-2","4-hexyloxyanilline","DTXSID4022288",79.3,53.4453582566273,79.3,"httk_measured",1,1,"default_1uM",0,1.6505,0.23849,10.03,2.92292375,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98-86-2","Acetophenone","DTXSID6021828",0,9.60369836805439,9.60369836805439,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.8485,0.33814,10.111,3.00694676,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"58-15-1","Aminopyrine","DTXSID7020504",4.1,5.1327047152396,4.1,"httk_measured",1,1,"default_1uM",0,2.597,0.33267,10.1315,3.5749849976,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-59-2","2-methoxy-5-nitroaniline","DTXSID0020943",12.03,13.0801751501627,12.03,"httk_measured",1,1,"default_1uM",0,2.214,0.352485,10.1805,3.25525345,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"26225-79-6","Ethofumesate","DTXSID8034580",17.64,16.5317507988063,17.64,"httk_measured",1,1,"default_1uM",0,2.127,0.31876,10.2855,3.36140722,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"96-70-8","2-tert-butyl-4-ethylphenol","DTXSID4044581",102,62.0037528040215,102,"httk_measured",1,1,"default_1uM",0,2.282,0.335585,10.363,3.43536,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"91-64-5","Coumarin","DTXSID7020348",0,26.0066080318353,26.0066080318353,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.3205,0.379965,10.432,3.50843272,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"3689-24-5","Sulfotepp","DTXSID7024328",101,43.9254144939834,101,"httk_measured",1,1,"default_1uM",0,2.606,0.35346,10.474,3.73910136,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"122-37-2","4-anilinophenol","DTXSID5037739",75.1,31.5359024121497,75.1,"httk_measured",1,1,"default_1uM",0,2.399,0.309255,10.5165,3.58409765,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1918-02-1","Picloram","DTXSID1021160",0,7.95640366764226,7.95640366764226,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.35,0.43212,10.5835,3.53964711,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51235-04-2","Hexazinone","DTXSID4024145",6.361,4.24922198341546,6.361,"httk_measured",1,1,"default_1uM",0,2.525,0.32589,10.698,3.630720917,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"119-90-4","3,3'-dimethoxybenzidine","DTXSID3025091",0,9.05801596232863,9.05801596232863,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.1255,0.402635,10.8965,3.45777652,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"521-18-6","5alpha-dihydrotestosterone","DTXSID9022364",70.7,35.4316233664074,70.7,"httk_measured",1,1,"default_1uM",0,2.6625,0.41039,10.9805,3.757829075,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"612-82-8","3,3'-dimethylbenzidine dihydrochloride","DTXSID6020511",25.4,12.7149687074332,25.4,"httk_measured",1,1,"default_1uM",0,2.569,0.40667,10.9835,3.68622672,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"81334-34-1","Imazapyr","DTXSID8034665",0,1.02824774312868,1.02824774312868,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.554,0.679595,11.055,3.8649641,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"98886-44-3","Fosthiazate","DTXSID0034930",0,3.40226956888314,3.40226956888314,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.246,0.372925,11.1275,3.49975268,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1563-38-8","2,3-dihydro-2,2-dimethyl-7-benzofuranol","DTXSID2027414",0,15.2083899504101,15.2083899504101,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.466,0.501315,11.157,3.70349455,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"576-26-1","""2,6-dimethylphenol""","DTXSID9024063",20.52,18.4525977740719,20.52,"httk_measured",1,1,"default_1uM",0,2.0655,0.363025,11.163,3.52087903,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"95-53-4","2-methylaniline","DTXSID1026164",0,5.19371356169018,5.19371356169018,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,1.951,0.304595,11.3055,3.39992064,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"512-56-1","Trimethyl phosphate","DTXSID1021403",3.43,3.11235270188771,3.43,"httk_measured",1,1,"default_1uM",0,2.308,0.506805,11.404,3.76339195,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2321-07-5","Fluorescein","DTXSID0038887",0,5.90830147508993,5.90830147508993,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.0955,0.36449,11.501,3.528728,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2392-39-4","Dexamethasone sodium phosphate","DTXSID3047429",9.63,7.75021520436207,9.63,"httk_measured",1,1,"default_1uM",0,2.5995,0.40806,11.528,3.92228387,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"5234-68-4","Carboxin","DTXSID0023951",24.41,14.7753556788572,24.41,"httk_measured",1,1,"default_1uM",0,2.77,0.43669,11.7955,3.9943943,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2243-62-1","""1,5-diaminonaphthalene""","DTXSID3020916",0,9.29388344368178,9.29388344368178,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.651,0.31332,11.9045,4.19970674,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"156-43-4","4-ethoxyaniline","DTXSID0025864",13.8,14.5869800393284,13.8,"httk_measured",1,1,"default_1uM",0,2.8905,0.554365,12.034,4.2007208,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"83-43-2","Methylprednisolone","DTXSID7023300",5.452,7.29507993437615,5.452,"httk_measured",1,1,"default_1uM",0,2.315,0.397545,12.2205,3.76148331,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"67-20-9","Nitrofurantoin","DTXSID7020972",0,5.50373965674004,5.50373965674004,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.7375,0.547615,12.252,4.15734078,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"159138-81-5","Cariporide mesylate","DTXSID3047344",0,4.00613385922451,4.00613385922451,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.993,0.787725,12.371,4.2758539,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"630-56-8","Hydroxyprogesterone caproate","DTXSID6043915",195,61.8142373079153,195,"httk_measured",1,1,"default_1uM",0,3.0005,0.47291,12.433,4.30908827,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"129630-19-9","Pyraflufen-ethyl","DTXSID8034871",0,26.2108258130091,26.2108258130091,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.0535,0.544655,12.734,4.36496871,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"520-18-3","Kaempferol","DTXSID7020768",95.7,30.0913516686828,95.7,"httk_measured",1,1,"default_1uM",0,2.0645,0.172635,12.812,3.710838424,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"25316-40-9","Adriamycin hydrochloride","DTXSID3030636",0,6.63011125089354,6.63011125089354,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.1345,0.64185,12.9105,4.63376824,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"79241-46-6","Fluazifop-p-butyl","DTXSID0034855",234.4,53.4006268225187,234.4,"httk_measured",1,1,"default_1uM",0,2.7005,0.300385,12.917,4.27669693,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"62-44-2","Phenacetin","DTXSID1021116",9.346,8.29930550606749,9.346,"httk_measured",1,1,"default_1uM",0,2.8205,0.281625,13.0105,4.34294232,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"76-25-5","Triamcinolone acetonide","DTXSID6021371",9,7.67872228052271,9,"httk_measured",1,1,"default_1uM",0,2.969,0.52501,13.118,4.45111248,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"110488-70-5","Dimethomorph","DTXSID7034545",20.3,11.0679973048611,20.3,"httk_measured",1,1,"default_1uM",0,2.497,0.37681,13.122,4.06898689,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23103-98-2","Pirimicarb","DTXSID1032569",22.53,12.5541626988213,22.53,"httk_measured",1,1,"default_1uM",0,2.588,0.36685,13.2055,4.16070829,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50-78-2","Aspirin","DTXSID5020108",0,7.50487765194131,7.50487765194131,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.6725,0.422005,13.2635,4.2434105,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"50471-44-8","Vinclozolin","DTXSID4022361",18.34,10.8921071135605,18.34,"httk_measured",1,1,"default_1uM",0,2.7605,0.421275,13.3005,4.33721152,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"311-45-5","Paraoxon","DTXSID6024046",0,5.04804367214259,5.04804367214259,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.038,0.652155,13.4715,4.53960182,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"22224-92-6","Fenamiphos","DTXSID3024102",62.11,30.5039582637843,62.11,"httk_measured",1,1,"default_1uM",0,2.67,0.318155,13.4905,4.13382134,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"57837-19-1","Metalaxyl","DTXSID6024175",0,2.85492534706703,2.85492534706703,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.5875,0.426565,13.5765,4.29713967,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"41372-20-7","Apomorphine hydrochloride hydrate","DTXSID0048185",17.4,8.14789140600465,17.4,"httk_measured",1,1,"default_1uM",0,2.5645,0.31512,13.634,4.1138599,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"626-43-7","3,5-dichloroaniline","DTXSID7030307",86.1,62.0429409168965,86.1,"httk_measured",1,1,"default_1uM",0,3.157,0.33939,13.911,4.76227329,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1843-05-6","2-hydroxy-4-(octyloxy)benzophenone","DTXSID9027441",807,149.613115444444,807,"httk_measured",1,1,"default_1uM",0,3.0005,0.504865,14.221,4.59938477176,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"88-58-4","2,5-di-tert-butylbenzene-1,4-diol","DTXSID8041248",117,76.375155388919,117,"httk_measured",1,1,"default_1uM",0,1.141,0.058456,14.331,4.757625851,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1596-84-5","Daminozide","DTXSID9020370",2.29,4.57704059054449,2.29,"httk_measured",1,1,"default_1uM",0,2.6935,0.59843,14.5735,4.59230274,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6190-65-4","Deethylatrazine","DTXSID5037494",0,5.79404465381773,5.79404465381773,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.9895,0.61224,14.7345,4.71320664,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"583-39-1","2-mercaptobenzimidazole","DTXSID9025536",0,18.0183458553963,18.0183458553963,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.391,0.46404,14.8315,5.18221648,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"23135-22-0","Oxamyl","DTXSID6021086",0,3.63198211971759,3.63198211971759,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.0785,0.490345,14.972,4.770031887,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"22781-23-3","Bendiocarb","DTXSID9032327",21.66,16.6530533821331,21.66,"httk_measured",1,1,"default_1uM",0,3.069,0.40288,15.01,4.72147598,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6055-19-2","Cyclophosphamide monohydrate","DTXSID6024888",0,2.78482976358375,2.78482976358375,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.308,0.78851,15.07,5.2752206,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"62-73-7","Dichlorvos","DTXSID5020449",86.4,81.0823082678558,86.4,"httk_measured",1,1,"default_1uM",0,0.8536,0.041658,15.2869999999999,3.437757526,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"10161-33-8","17beta-trenbolone","DTXSID0034192",37.4,21.6255201088533,37.4,"httk_measured",1,1,"default_1uM",0,3.6475,0.550985,15.4535,5.16948238,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"6425-39-4","4,4'-(oxydiethylene)bis(morpholine)","DTXSID9042170",2.573,2.29612362800254,2.573,"httk_measured",1,1,"default_1uM",0,3.274,0.84928,15.626,5.0963628,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1646-88-4","Aldoxycarb","DTXSID6023862",0,2.9409342126931,2.9409342126931,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.2155,0.79987,15.726,5.154877979,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"120-71-8","P-cresidine","DTXSID1020350",19.53,12.072721420766,19.53,"httk_measured",1,1,"default_1uM",0,3.1245,0.46816,15.766,5.00514459,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"15972-60-8","Alachlor","DTXSID1022265",62.9,25.4587899340915,62.9,"httk_measured",1,1,"default_1uM",0,3.646,0.662885,15.831,5.4128308,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"100-97-0","Methenamine","DTXSID6020692",0,8.80451095648089,8.80451095648089,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,2.2295,0.355215,15.984,4.24788608,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"25311-71-1","Isofenphos","DTXSID8032417",158,79.4775643769375,158,"httk_measured",1,1,"default_1uM",0,3.3615,0.447285,16.024,4.97846029,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"131-18-0","Dipentyl phthalate","DTXSID5031131",301,79.7646165407469,301,"httk_measured",1,1,"default_1uM",0,2.9465,0.366265,16.3645,4.80480391,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"87674-68-8","Dimethenamid","DTXSID4032376",19.92,13.7901123770897,19.92,"httk_measured",1,1,"default_1uM",0,3.6475,0.55645,16.655,5.34851521,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"66357-35-5","Ranitidine","DTXSID8045191",1.324,1.6581896286765,1.324,"httk_measured",1,1,"default_1uM",0,3.5515,0.65115,17.032,5.63491066,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"145-73-3","Endothal","DTXSID7024081",0,3.98266302919502,3.98266302919502,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.319,0.68996,17.081,5.4880164,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"149877-41-8","Bifenazate","DTXSID5032525",41.15,16.951671767652,41.15,"httk_measured",1,1,"default_1uM",0,4.1825,0.53865,17.217,5.9628717,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"741-58-2","Bensulide","DTXSID9032329",250.3,94.5481705681416,250.3,"httk_measured",1,1,"default_1uM",0,3.2515,0.412255,17.3135,5.34498013,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"148-24-3","8-hydroxyquinoline","DTXSID5020730",69.68,37.4512098721174,69.68,"httk_measured",1,1,"default_1uM",0,3.1235,0.400545,17.3605,5.27437346,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51218-45-2","Metolachlor","DTXSID4022448",35.37,19.8816205929885,35.37,"httk_measured",1,1,"default_1uM",0,4.52,0.702975,17.7665,6.3789108,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"126-00-1","Diphenolic acid","DTXSID0022436",0,14.1464266177193,14.1464266177193,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.836,0.6315,17.982,5.96234535,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"63-05-8","Androstenedione","DTXSID8024523",25.92,18.7360632708443,25.92,"httk_measured",1,1,"default_1uM",0,4.4345,0.56986,18.077,6.3172593,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"29122-68-7","Atenolol","DTXSID2022628",1.986,1.5927190489804,1.986,"httk_measured",1,1,"default_1uM",0,3.4665,0.52661,18.7575,6.02103438,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"60-51-5","Dimethoate","DTXSID7020479",3.682,3.43892574585302,3.682,"httk_measured",1,1,"default_1uM",0,3.4875,0.52687,19.2205,5.9358287657,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"1260-17-9","Carminic acid","DTXSID9022817",88.8,33.7579422676557,88.8,"httk_measured",1,1,"default_1uM",0,0.25085,0.011385,19.2625,5.3567478698,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"99-65-0","1,3-dinitrobenzene","DTXSID9024065",0,11.2219690649846,11.2219690649846,"RF_imputed_chem.physical_and_invitro.data",0.841656436904279,24.8461435089418,"example.toxcast",28,3.16,0.431935,19.7975,6.13672414,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51384-51-1","Metoprolol","DTXSID2023309",6.231,5.42239305390018,6.231,"httk_measured",1,1,"default_1uM",0,4.376,0.47482,19.895,6.67185146,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"606-20-2","""2,6-dinitrotoluene""","DTXSID5020528",34.64,25.4529432753184,34.64,"httk_measured",1,1,"default_1uM",0,3.2305,0.4141,19.913,6.0254348,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"54-62-6","Aminopterin","DTXSID3022588",0,2.34846620538945,2.34846620538945,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,4.226,0.624025,20.5055,6.90410685,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"51-30-9","Isoproterenol hydrochloride","DTXSID6025486",0,2.92551633460088,2.92551633460088,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.555,0.73,20.52,6.2168735,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"7786-34-7","Mevinphos","DTXSID2032683",4.7,4.03625611632562,4.7,"httk_measured",1,1,"default_1uM",0,4.458,0.799175,20.7555,6.9652422,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"30560-19-1","Acephate","DTXSID8023846",0,7.04852446626445,7.04852446626445,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.652,0.473945,21.1825,6.403423,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"500-38-9","Nordihydroguaiaretic acid","DTXSID5022437",270,157.813957187559,270,"httk_measured",1,1,"default_1uM",0,3.8395,0.227175,21.2425,6.5745744,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"120-47-8","Ethylparaben","DTXSID9022528",57.24,49.3229661046198,57.24,"httk_measured",1,1,"default_1uM",0,3.879,0.45493,21.458,6.64654189,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"13292-46-1","Rifampicin","DTXSID6021244",0,17.6446748655717,17.6446748655717,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,3.7795,0.477585,21.508,6.35864729,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"2597-03-7","Phenthoate","DTXSID6042280",168,45.6694045538084,168,"httk_measured",1,1,"default_1uM",0,4.6425,0.620415,21.525,7.07725903,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"122931-48-0","Rimsulfuron","DTXSID1032642",0,2.76635076586864,2.76635076586864,"RF_imputed_chem.physical_and_invitro.data",1,1,"default_1uM",0,4.06,0.689035,21.643,6.90436592,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
"439687-69-1","Nelivaptan","DTXSID7047358",35.3,17.0954463805938,35.3,"httk_measured",1,1,"default_1uM",0,5.0365,0.783605,21.724,7.80095214,NA,NA,NA,NA,NA,NA,NA,NA,"no_exposure_data"
